ano,id_municipio,bioma,area_total,desmatado,vegetacao_natural,nao_vegetacao_natural,hidrografia
2019,2914703,Caatinga,2359.99244,1731.5,617.5,0,11
2012,2914703,Caatinga,2359.99244,1655.9,693.1,0,11
2015,2914703,Caatinga,2359.99244,1703.4,645.6,0,11
2020,2914703,Caatinga,2359.99244,1731.6,617.4,0,11
2002,2914703,Caatinga,2359.99244,1268.1,1080.9,0,11
2007,2914703,Caatinga,2359.99244,1468.4,880.6,0,11
2013,2914703,Caatinga,2359.99244,1666.6,682.4,0,11
2003,2914703,Caatinga,2359.99244,1320.5,1028.5,0,11
2013,2201903,Caatinga,878.28512,5,873.3,0,0
2006,2201903,Caatinga,878.28512,2.4,875.9,0,0
2012,2201903,Caatinga,878.28512,3.9,874.4,0,0
2002,2201903,Caatinga,878.28512,0.6,877.7,0,0
2008,2201903,Caatinga,878.28512,2.4,875.9,0,0
2003,2201903,Caatinga,878.28512,0.9,877.4,0,0
2015,2201903,Caatinga,878.28512,5.1,873.2,0,0
2005,2201903,Caatinga,878.28512,1.8,876.5,0,0
2014,2201903,Caatinga,878.28512,5.1,873.2,0,0
2009,2201903,Caatinga,878.28512,2.6,875.7,0,0
2020,2201903,Caatinga,878.28512,5.1,873.2,0,0
2022,2201903,Caatinga,878.28512,6.1,872.2,0,0
2007,2201903,Caatinga,878.28512,2.4,875.9,0,0
2017,2201903,Caatinga,878.28512,5.1,873.2,0,0
2000,2201903,Caatinga,878.28512,0,878.3,0,0
2001,2201903,Caatinga,878.28512,0.3,878,0,0
2021,2201903,Caatinga,878.28512,5.3,873,0,0
2023,2201903,Caatinga,878.28512,6.1,872.2,0,0
2011,2201903,Caatinga,878.28512,2.8,875.5,0,0
2019,2201903,Caatinga,878.28512,5.1,873.2,0,0
2010,2201903,Caatinga,878.28512,2.8,875.5,0,0
2018,2201903,Caatinga,878.28512,5.1,873.2,0,0
2004,2201903,Caatinga,878.28512,1.2,877.1,0,0
2016,2201903,Caatinga,878.28512,5.1,873.2,0,0
2015,2202729,Caatinga,297.20506,138.4,158.7,0,0.1
2011,2202729,Caatinga,297.20506,131.6,165.5,0,0.1
2010,2202729,Caatinga,297.20506,129.6,167.5,0,0.1
2018,2202729,Caatinga,297.20506,141.1,156,0,0.1
2004,2202729,Caatinga,297.20506,110.2,186.9,0,0.1
2009,2202729,Caatinga,297.20506,126.9,170.2,0,0.1
2002,2202729,Caatinga,297.20506,98.2,198.9,0,0.1
2016,2202729,Caatinga,297.20506,139.3,157.8,0,0.1
2008,2202729,Caatinga,297.20506,124.2,172.9,0,0.1
2006,2202729,Caatinga,297.20506,114,183.1,0,0.1
2019,2202729,Caatinga,297.20506,141.5,155.6,0,0.1
2014,2202729,Caatinga,297.20506,137.5,159.6,0,0.1
2001,2202729,Caatinga,297.20506,92.2,204.9,0,0.1
2021,2202729,Caatinga,297.20506,142.7,154.4,0,0.1
2012,2202729,Caatinga,297.20506,133.6,163.5,0,0.1
2023,2202729,Caatinga,297.20506,144.2,152.9,0,0.1
2022,2202729,Caatinga,297.20506,143.6,153.5,0,0.1
2005,2202729,Caatinga,297.20506,112.1,185,0,0.1
2020,2202729,Caatinga,297.20506,142,155.1,0,0.1
2000,2202729,Caatinga,297.20506,86.2,210.9,0,0.1
2007,2202729,Caatinga,297.20506,119.1,178,0,0.1
2017,2202729,Caatinga,297.20506,140.3,156.8,0,0.1
2003,2202729,Caatinga,297.20506,104.2,192.9,0,0.1
2013,2202729,Caatinga,297.20506,135.6,161.5,0,0.1
2015,2931103,Caatinga,99.75439,98.4,1.4,0,0
2008,2931103,Caatinga,99.75439,98.2,1.6,0,0
2014,2931103,Caatinga,99.75439,98.4,1.4,0,0
2018,2931103,Caatinga,99.75439,98.5,1.3,0,0
2023,2931103,Caatinga,99.75439,98.5,1.3,0,0
2022,2931103,Caatinga,99.75439,98.5,1.3,0,0
2012,2931103,Caatinga,99.75439,98.2,1.6,0,0
2016,2931103,Caatinga,99.75439,98.4,1.4,0,0
2005,2931103,Caatinga,99.75439,95.8,4,0,0
2013,2931103,Caatinga,99.75439,98.2,1.6,0,0
2004,2931103,Caatinga,99.75439,94.4,5.4,0,0
2009,2931103,Caatinga,99.75439,98.2,1.6,0,0
2001,2931103,Caatinga,99.75439,91.4,8.4,0,0
2002,2931103,Caatinga,99.75439,92.4,7.4,0,0
2003,2931103,Caatinga,99.75439,93.4,6.4,0,0
2020,2931103,Caatinga,99.75439,98.5,1.3,0,0
2017,2931103,Caatinga,99.75439,98.5,1.3,0,0
2000,2931103,Caatinga,99.75439,90.4,9.4,0,0
2010,2931103,Caatinga,99.75439,98.2,1.6,0,0
2006,2931103,Caatinga,99.75439,97.2,2.6,0,0
2019,2931103,Caatinga,99.75439,98.5,1.3,0,0
2007,2931103,Caatinga,99.75439,97.7,2.1,0,0
2021,2931103,Caatinga,99.75439,98.5,1.3,0,0
2011,2931103,Caatinga,99.75439,98.2,1.6,0,0
2008,2305704,Caatinga,278.61131,171.4,107.2,0,0
2013,2305704,Caatinga,278.61131,180.1,98.5,0,0
2017,2305704,Caatinga,278.61131,187.2,91.4,0,0
2004,2305704,Caatinga,278.61131,149.8,128.8,0,0
2002,2305704,Caatinga,278.61131,122.6,156,0,0
2023,2305704,Caatinga,278.61131,195.2,83.4,0,0
2007,2305704,Caatinga,278.61131,165.8,112.8,0,0
2006,2305704,Caatinga,278.61131,160.2,118.4,0,0
2001,2305704,Caatinga,278.61131,109,169.6,0,0
2014,2305704,Caatinga,278.61131,181.2,97.4,0,0
2022,2305704,Caatinga,278.61131,192.9,85.7,0,0
2000,2305704,Caatinga,278.61131,95.4,183.2,0,0
2015,2305704,Caatinga,278.61131,183.4,95.2,0,0
2016,2305704,Caatinga,278.61131,185.6,93,0,0
2018,2305704,Caatinga,278.61131,188.5,90.1,0,0
2003,2305704,Caatinga,278.61131,136.2,142.4,0,0
2021,2305704,Caatinga,278.61131,191.1,87.5,0,0
2005,2305704,Caatinga,278.61131,155,123.6,0,0
2019,2305704,Caatinga,278.61131,189.2,89.4,0,0
2012,2305704,Caatinga,278.61131,178.4,100.2,0,0
2011,2305704,Caatinga,278.61131,176.7,101.9,0,0
2009,2305704,Caatinga,278.61131,172.1,106.5,0,0
2020,2305704,Caatinga,278.61131,190.6,88,0,0
2010,2305704,Caatinga,278.61131,172.8,105.8,0,0
2010,2921401,Caatinga,1753.88605,775.6,978.3,0,0
2012,2921401,Caatinga,1753.88605,793.4,960.5,0,0
2005,2921401,Caatinga,1753.88605,754.3,999.6,0,0
2018,2921401,Caatinga,1753.88605,811.7,942.2,0,0
2021,2921401,Caatinga,1753.88605,815.7,938.2,0,0
2000,2921401,Caatinga,1753.88605,632.6,1121.3,0,0
2001,2921401,Caatinga,1753.88605,661.5,1092.4,0,0
2019,2921401,Caatinga,1753.88605,812.6,941.3,0,0
2016,2921401,Caatinga,1753.88605,807.7,946.2,0,0
2015,2921401,Caatinga,1753.88605,805.2,948.7,0,0
2020,2921401,Caatinga,1753.88605,815.5,938.4,0,0
2003,2921401,Caatinga,1753.88605,719.3,1034.6,0,0
2009,2921401,Caatinga,1753.88605,773.2,980.7,0,0
2007,2921401,Caatinga,1753.88605,765.6,988.3,0,0
2011,2921401,Caatinga,1753.88605,786.8,967.1,0,0
2014,2921401,Caatinga,1753.88605,802.7,951.2,0,0
2002,2921401,Caatinga,1753.88605,690.4,1063.5,0,0
2004,2921401,Caatinga,1753.88605,748.2,1005.7,0,0
2017,2921401,Caatinga,1753.88605,809.7,944.2,0,0
2023,2921401,Caatinga,1753.88605,821,932.9,0,0
2008,2921401,Caatinga,1753.88605,770.8,983.1,0,0
2006,2921401,Caatinga,1753.88605,760.4,993.5,0,0
2013,2921401,Caatinga,1753.88605,800,953.9,0,0
2022,2921401,Caatinga,1753.88605,818.4,935.5,0,0
2018,2302701,Caatinga,1083.9173,508.5,575.4,0,0
2012,2302701,Caatinga,1083.9173,475.1,608.8,0,0
2015,2302701,Caatinga,1083.9173,492.2,591.7,0,0
2014,2302701,Caatinga,1083.9173,486.9,597,0,0
2007,2302701,Caatinga,1083.9173,429,654.9,0,0
2023,2302701,Caatinga,1083.9173,531.1,552.8,0,0
2017,2302701,Caatinga,1083.9173,502.6,581.3,0,0
2000,2302701,Caatinga,1083.9173,280.2,803.7,0,0
2010,2302701,Caatinga,1083.9173,461.4,622.5,0,0
2009,2302701,Caatinga,1083.9173,451.5,632.4,0,0
2013,2302701,Caatinga,1083.9173,482.3,601.6,0,0
2020,2302701,Caatinga,1083.9173,515.8,568.1,0,0
2016,2302701,Caatinga,1083.9173,497.5,586.4,0,0
2021,2302701,Caatinga,1083.9173,519.1,564.8,0,0
2004,2302701,Caatinga,1083.9173,371,712.9,0,0
2008,2302701,Caatinga,1083.9173,441.6,642.3,0,0
2006,2302701,Caatinga,1083.9173,416.4,667.5,0,0
2019,2302701,Caatinga,1083.9173,511.7,572.2,0,0
2005,2302701,Caatinga,1083.9173,393.7,690.2,0,0
2003,2302701,Caatinga,1083.9173,348.3,735.6,0,0
2001,2302701,Caatinga,1083.9173,302.9,781,0,0
2022,2302701,Caatinga,1083.9173,524.9,559,0,0
2002,2302701,Caatinga,1083.9173,325.6,758.3,0,0
2011,2302701,Caatinga,1083.9173,467.9,616,0,0
2014,2503100,Caatinga,450.70175,112.6,338.1,0,0
2002,2503100,Caatinga,450.70175,91,359.7,0,0
2011,2503100,Caatinga,450.70175,106.9,343.8,0,0
2016,2503100,Caatinga,450.70175,117,333.7,0,0
2013,2503100,Caatinga,450.70175,111.5,339.2,0,0
2009,2503100,Caatinga,450.70175,104.7,346,0,0
2023,2503100,Caatinga,450.70175,124,326.7,0,0
2010,2503100,Caatinga,450.70175,106.6,344.1,0,0
2018,2503100,Caatinga,450.70175,120.2,330.5,0,0
2007,2503100,Caatinga,450.70175,101.2,349.5,0,0
2015,2503100,Caatinga,450.70175,114.8,335.9,0,0
2021,2503100,Caatinga,450.70175,122,328.7,0,0
2008,2503100,Caatinga,450.70175,102.8,347.9,0,0
2022,2503100,Caatinga,450.70175,122.6,328.1,0,0
2004,2503100,Caatinga,450.70175,98.2,352.5,0,0
2017,2503100,Caatinga,450.70175,117.1,333.6,0,0
2012,2503100,Caatinga,450.70175,109.2,341.5,0,0
2006,2503100,Caatinga,450.70175,99.6,351.1,0,0
2003,2503100,Caatinga,450.70175,94.6,356.1,0,0
2001,2503100,Caatinga,450.70175,87.4,363.3,0,0
2019,2503100,Caatinga,450.70175,121.5,329.2,0,0
2005,2503100,Caatinga,450.70175,98.9,351.8,0,0
2000,2503100,Caatinga,450.70175,83.8,366.9,0,0
2020,2503100,Caatinga,450.70175,121.5,329.2,0,0
2016,2201051,Caatinga,1691.02906,302.2,1388.8,0,0
2002,2201051,Caatinga,1691.02906,172.8,1518.2,0,0
2011,2201051,Caatinga,1691.02906,294.1,1396.9,0,0
2003,2201051,Caatinga,1691.02906,190.7,1500.3,0,0
2005,2201051,Caatinga,1691.02906,229.5,1461.5,0,0
2006,2201051,Caatinga,1691.02906,250.4,1440.6,0,0
2001,2201051,Caatinga,1691.02906,154.9,1536.1,0,0
2008,2201051,Caatinga,1691.02906,277,1414,0,0
2021,2201051,Caatinga,1691.02906,310.3,1380.7,0,0
2004,2201051,Caatinga,1691.02906,208.6,1482.4,0,0
2018,2201051,Caatinga,1691.02906,305.7,1385.3,0,0
2009,2201051,Caatinga,1691.02906,283.1,1407.9,0,0
2015,2201051,Caatinga,1691.02906,300.7,1390.3,0,0
2013,2201051,Caatinga,1691.02906,298.3,1392.7,0,0
2007,2201051,Caatinga,1691.02906,263.7,1427.3,0,0
2012,2201051,Caatinga,1691.02906,296.2,1394.8,0,0
2022,2201051,Caatinga,1691.02906,312.1,1378.9,0,0
2017,2201051,Caatinga,1691.02906,303.9,1387.1,0,0
2023,2201051,Caatinga,1691.02906,314.3,1376.7,0,0
2010,2201051,Caatinga,1691.02906,289.2,1401.8,0,0
2020,2201051,Caatinga,1691.02906,308.5,1382.5,0,0
2019,2201051,Caatinga,1691.02906,307,1384,0,0
2000,2201051,Caatinga,1691.02906,137,1554,0,0
2014,2201051,Caatinga,1691.02906,299.2,1391.8,0,0
2006,2200954,Caatinga,316.55702,57.8,258.8,0,0
2017,2200954,Caatinga,316.55702,71.1,245.5,0,0
2012,2200954,Caatinga,316.55702,69,247.6,0,0
2019,2200954,Caatinga,316.55702,72.6,244,0,0
2007,2200954,Caatinga,316.55702,60,256.6,0,0
2003,2200954,Caatinga,316.55702,54.6,262,0,0
2013,2200954,Caatinga,316.55702,69.3,247.3,0,0
2022,2200954,Caatinga,316.55702,74.1,242.5,0,0
2015,2200954,Caatinga,316.55702,70.3,246.3,0,0
2021,2200954,Caatinga,316.55702,73.6,243,0,0
2004,2200954,Caatinga,316.55702,56.8,259.8,0,0
2010,2200954,Caatinga,316.55702,68,248.6,0,0
2002,2200954,Caatinga,316.55702,52.4,264.2,0,0
2000,2200954,Caatinga,316.55702,48,268.6,0,0
2016,2200954,Caatinga,316.55702,70.7,245.9,0,0
2001,2200954,Caatinga,316.55702,50.2,266.4,0,0
2011,2200954,Caatinga,316.55702,68.7,247.9,0,0
2018,2200954,Caatinga,316.55702,71.9,244.7,0,0
2005,2200954,Caatinga,316.55702,57.3,259.3,0,0
2020,2200954,Caatinga,316.55702,73.5,243.1,0,0
2009,2200954,Caatinga,316.55702,65.1,251.5,0,0
2014,2200954,Caatinga,316.55702,69.9,246.7,0,0
2008,2200954,Caatinga,316.55702,62.2,254.4,0,0
2023,2200954,Caatinga,316.55702,75,241.6,0,0
2019,2703700,Caatinga,104.77484,92.3,12.5,0,0
2002,2703700,Caatinga,104.77484,78.5,26.3,0,0
2007,2703700,Caatinga,104.77484,87.1,17.7,0,0
2017,2703700,Caatinga,104.77484,92.1,12.7,0,0
2012,2703700,Caatinga,104.77484,89.8,15,0,0
2020,2703700,Caatinga,104.77484,92.7,12.1,0,0
2000,2703700,Caatinga,104.77484,74.5,30.3,0,0
2009,2703700,Caatinga,104.77484,88.6,16.2,0,0
2014,2703700,Caatinga,104.77484,90.4,14.4,0,0
2001,2703700,Caatinga,104.77484,76.5,28.3,0,0
2010,2703700,Caatinga,104.77484,89.3,15.5,0,0
2004,2703700,Caatinga,104.77484,82.5,22.3,0,0
2006,2703700,Caatinga,104.77484,86.3,18.5,0,0
2021,2703700,Caatinga,104.77484,92.8,12,0,0
2022,2703700,Caatinga,104.77484,93.6,11.2,0,0
2018,2703700,Caatinga,104.77484,92.3,12.5,0,0
2008,2703700,Caatinga,104.77484,87.9,16.9,0,0
2013,2703700,Caatinga,104.77484,90.2,14.6,0,0
2011,2703700,Caatinga,104.77484,89.4,15.4,0,0
2023,2703700,Caatinga,104.77484,93.7,11.1,0,0
2005,2703700,Caatinga,104.77484,84.4,20.4,0,0
2016,2703700,Caatinga,104.77484,91.6,13.2,0,0
2003,2703700,Caatinga,104.77484,80.5,24.3,0,0
2015,2703700,Caatinga,104.77484,91,13.8,0,0
2011,2615102,Caatinga,22.06583,21.1,1,0,0
2012,2615102,Caatinga,22.06583,21.1,1,0,0
2013,2615102,Caatinga,22.06583,21.1,1,0,0
2017,2615102,Caatinga,22.06583,21.1,1,0,0
2005,2615102,Caatinga,22.06583,21,1.1,0,0
2021,2615102,Caatinga,22.06583,21.1,1,0,0
2008,2615102,Caatinga,22.06583,21.1,1,0,0
2018,2615102,Caatinga,22.06583,21.1,1,0,0
2001,2615102,Caatinga,22.06583,20.6,1.5,0,0
2010,2615102,Caatinga,22.06583,21.1,1,0,0
2009,2615102,Caatinga,22.06583,21.1,1,0,0
2022,2615102,Caatinga,22.06583,21.2,0.9,0,0
2000,2615102,Caatinga,22.06583,20.5,1.6,0,0
2007,2615102,Caatinga,22.06583,21.1,1,0,0
2014,2615102,Caatinga,22.06583,21.1,1,0,0
2016,2615102,Caatinga,22.06583,21.1,1,0,0
2003,2615102,Caatinga,22.06583,20.8,1.3,0,0
2023,2615102,Caatinga,22.06583,21.2,0.9,0,0
2020,2615102,Caatinga,22.06583,21.1,1,0,0
2015,2615102,Caatinga,22.06583,21.1,1,0,0
2002,2615102,Caatinga,22.06583,20.7,1.4,0,0
2019,2615102,Caatinga,22.06583,21.1,1,0,0
2006,2615102,Caatinga,22.06583,21.1,1,0,0
2004,2615102,Caatinga,22.06583,20.9,1.2,0,0
2013,2705408,Caatinga,86.11427,83.7,2.4,0,0
2018,2705408,Caatinga,86.11427,83.9,2.2,0,0
2011,2705408,Caatinga,86.11427,83.5,2.6,0,0
2009,2705408,Caatinga,86.11427,83.2,2.9,0,0
2014,2705408,Caatinga,86.11427,83.7,2.4,0,0
2015,2705408,Caatinga,86.11427,83.7,2.4,0,0
2007,2705408,Caatinga,86.11427,82.7,3.4,0,0
2008,2705408,Caatinga,86.11427,82.9,3.2,0,0
2000,2705408,Caatinga,86.11427,79.7,6.4,0,0
2016,2705408,Caatinga,86.11427,83.7,2.4,0,0
2017,2705408,Caatinga,86.11427,83.9,2.2,0,0
2019,2705408,Caatinga,86.11427,83.9,2.2,0,0
2012,2705408,Caatinga,86.11427,83.6,2.5,0,0
2010,2705408,Caatinga,86.11427,83.5,2.6,0,0
2023,2705408,Caatinga,86.11427,84,2.1,0,0
2004,2705408,Caatinga,86.11427,81.3,4.8,0,0
2001,2705408,Caatinga,86.11427,80.1,6,0,0
2022,2705408,Caatinga,86.11427,83.9,2.2,0,0
2003,2705408,Caatinga,86.11427,80.9,5.2,0,0
2006,2705408,Caatinga,86.11427,82.5,3.6,0,0
2021,2705408,Caatinga,86.11427,83.9,2.2,0,0
2005,2705408,Caatinga,86.11427,81.9,4.2,0,0
2002,2705408,Caatinga,86.11427,80.5,5.6,0,0
2020,2705408,Caatinga,86.11427,83.9,2.2,0,0
2014,2306009,Caatinga,821.43634,222.8,598.6,0,0
2019,2306009,Caatinga,821.43634,238.4,583,0,0
2022,2306009,Caatinga,821.43634,244.8,576.6,0,0
2016,2306009,Caatinga,821.43634,230,591.4,0,0
2007,2306009,Caatinga,821.43634,185.7,635.7,0,0
2011,2306009,Caatinga,821.43634,203.9,617.5,0,0
2001,2306009,Caatinga,821.43634,134.8,686.6,0,0
2017,2306009,Caatinga,821.43634,231.6,589.8,0,0
2009,2306009,Caatinga,821.43634,191,630.4,0,0
2012,2306009,Caatinga,821.43634,210.9,610.5,0,0
2021,2306009,Caatinga,821.43634,241.4,580,0,0
2008,2306009,Caatinga,821.43634,187.8,633.6,0,0
2013,2306009,Caatinga,821.43634,217.9,603.5,0,0
2005,2306009,Caatinga,821.43634,180.8,640.6,0,0
2004,2306009,Caatinga,821.43634,178,643.4,0,0
2006,2306009,Caatinga,821.43634,183.6,637.8,0,0
2015,2306009,Caatinga,821.43634,226.4,595,0,0
2018,2306009,Caatinga,821.43634,234.4,587,0,0
2010,2306009,Caatinga,821.43634,194.2,627.2,0,0
2020,2306009,Caatinga,821.43634,239.9,581.5,0,0
2023,2306009,Caatinga,821.43634,249.5,571.9,0,0
2000,2306009,Caatinga,821.43634,120.4,701,0,0
2003,2306009,Caatinga,821.43634,163.6,657.8,0,0
2002,2306009,Caatinga,821.43634,149.2,672.2,0,0
2002,2510709,Caatinga,111.64696,18.5,93.1,0,0
2008,2510709,Caatinga,111.64696,19.5,92.1,0,0
2012,2510709,Caatinga,111.64696,20,91.6,0,0
2011,2510709,Caatinga,111.64696,19.9,91.7,0,0
2021,2510709,Caatinga,111.64696,20.7,90.9,0,0
2015,2510709,Caatinga,111.64696,20.4,91.2,0,0
2018,2510709,Caatinga,111.64696,20.6,91,0,0
2019,2510709,Caatinga,111.64696,20.7,90.9,0,0
2016,2510709,Caatinga,111.64696,20.5,91.1,0,0
2005,2510709,Caatinga,111.64696,19.3,92.3,0,0
2014,2510709,Caatinga,111.64696,20.3,91.3,0,0
2006,2510709,Caatinga,111.64696,19.5,92.1,0,0
2007,2510709,Caatinga,111.64696,19.5,92.1,0,0
2017,2510709,Caatinga,111.64696,20.5,91.1,0,0
2020,2510709,Caatinga,111.64696,20.7,90.9,0,0
2001,2510709,Caatinga,111.64696,18.2,93.4,0,0
2004,2510709,Caatinga,111.64696,19.1,92.5,0,0
2022,2510709,Caatinga,111.64696,20.8,90.8,0,0
2010,2510709,Caatinga,111.64696,19.7,91.9,0,0
2023,2510709,Caatinga,111.64696,20.8,90.8,0,0
2009,2510709,Caatinga,111.64696,19.6,92,0,0
2003,2510709,Caatinga,111.64696,18.8,92.8,0,0
2013,2510709,Caatinga,111.64696,20.1,91.5,0,0
2000,2510709,Caatinga,111.64696,17.9,93.7,0,0
2023,2515930,Caatinga,32.79043,29.6,3.2,0,0
2002,2515930,Caatinga,32.79043,16.6,16.2,0,0
2007,2515930,Caatinga,32.79043,21.6,11.2,0,0
2010,2515930,Caatinga,32.79043,24,8.8,0,0
2015,2515930,Caatinga,32.79043,27.3,5.5,0,0
2018,2515930,Caatinga,32.79043,28.7,4.1,0,0
2006,2515930,Caatinga,32.79043,21.4,11.4,0,0
2020,2515930,Caatinga,32.79043,28.9,3.9,0,0
2005,2515930,Caatinga,32.79043,20.2,12.6,0,0
2021,2515930,Caatinga,32.79043,29.3,3.5,0,0
2012,2515930,Caatinga,32.79043,25.7,7.1,0,0
2004,2515930,Caatinga,32.79043,19,13.8,0,0
2022,2515930,Caatinga,32.79043,29.4,3.4,0,0
2016,2515930,Caatinga,32.79043,27.6,5.2,0,0
2019,2515930,Caatinga,32.79043,28.8,4,0,0
2003,2515930,Caatinga,32.79043,17.8,15,0,0
2011,2515930,Caatinga,32.79043,25.6,7.2,0,0
2017,2515930,Caatinga,32.79043,27.8,5,0,0
2009,2515930,Caatinga,32.79043,22.9,9.9,0,0
2000,2515930,Caatinga,32.79043,14.2,18.6,0,0
2001,2515930,Caatinga,32.79043,15.4,17.4,0,0
2008,2515930,Caatinga,32.79043,21.8,11,0,0
2013,2515930,Caatinga,32.79043,25.8,7,0,0
2014,2515930,Caatinga,32.79043,27,5.8,0,0
2007,2503803,Caatinga,56.22217,52.7,3.5,0,0
2016,2503803,Caatinga,56.22217,53.3,2.9,0,0
2003,2503803,Caatinga,56.22217,46.3,9.9,0,0
2012,2503803,Caatinga,56.22217,53.1,3.1,0,0
2015,2503803,Caatinga,56.22217,53.3,2.9,0,0
2006,2503803,Caatinga,56.22217,52.3,3.9,0,0
2017,2503803,Caatinga,56.22217,53.5,2.7,0,0
2009,2503803,Caatinga,56.22217,53.1,3.1,0,0
2002,2503803,Caatinga,56.22217,41.3,14.9,0,0
2020,2503803,Caatinga,56.22217,53.7,2.5,0,0
2019,2503803,Caatinga,56.22217,53.6,2.6,0,0
2022,2503803,Caatinga,56.22217,53.7,2.5,0,0
2001,2503803,Caatinga,56.22217,36.3,19.9,0,0
2010,2503803,Caatinga,56.22217,53.1,3.1,0,0
2008,2503803,Caatinga,56.22217,53.1,3.1,0,0
2013,2503803,Caatinga,56.22217,53.1,3.1,0,0
2018,2503803,Caatinga,56.22217,53.6,2.6,0,0
2004,2503803,Caatinga,56.22217,51.3,4.9,0,0
2005,2503803,Caatinga,56.22217,51.8,4.4,0,0
2014,2503803,Caatinga,56.22217,53.3,2.9,0,0
2021,2503803,Caatinga,56.22217,53.7,2.5,0,0
2023,2503803,Caatinga,56.22217,54.1,2.1,0,0
2000,2503803,Caatinga,56.22217,31.3,24.9,0,0
2011,2503803,Caatinga,56.22217,53.1,3.1,0,0
2020,2604205,Caatinga,4.97699,5,0,0,0
2009,2604205,Caatinga,4.97699,4.9,0.1,0,0
2015,2604205,Caatinga,4.97699,5,0,0,0
2007,2604205,Caatinga,4.97699,4.5,0.5,0,0
2022,2604205,Caatinga,4.97699,5,0,0,0
2010,2604205,Caatinga,4.97699,5,0,0,0
2002,2604205,Caatinga,4.97699,3,2,0,0
2011,2604205,Caatinga,4.97699,5,0,0,0
2018,2604205,Caatinga,4.97699,5,0,0,0
2014,2604205,Caatinga,4.97699,5,0,0,0
2001,2604205,Caatinga,4.97699,2.4,2.6,0,0
2017,2604205,Caatinga,4.97699,5,0,0,0
2003,2604205,Caatinga,4.97699,3.6,1.4,0,0
2012,2604205,Caatinga,4.97699,5,0,0,0
2008,2604205,Caatinga,4.97699,4.8,0.2,0,0
2023,2604205,Caatinga,4.97699,5,0,0,0
2006,2604205,Caatinga,4.97699,4.2,0.8,0,0
2004,2604205,Caatinga,4.97699,4.2,0.8,0,0
2013,2604205,Caatinga,4.97699,5,0,0,0
2000,2604205,Caatinga,4.97699,1.8,3.2,0,0
2019,2604205,Caatinga,4.97699,5,0,0,0
2016,2604205,Caatinga,4.97699,5,0,0,0
2005,2604205,Caatinga,4.97699,4.2,0.8,0,0
2021,2604205,Caatinga,4.97699,5,0,0,0
2018,2513356,Caatinga,322.87111,144.7,178.2,0,0
2005,2513356,Caatinga,322.87111,114.4,208.5,0,0
2001,2513356,Caatinga,322.87111,77.6,245.3,0,0
2022,2513356,Caatinga,322.87111,148.4,174.5,0,0
2016,2513356,Caatinga,322.87111,142.6,180.3,0,0
2002,2513356,Caatinga,322.87111,88.5,234.4,0,0
2009,2513356,Caatinga,322.87111,131,191.9,0,0
2000,2513356,Caatinga,322.87111,66.7,256.2,0,0
2023,2513356,Caatinga,322.87111,151.4,171.5,0,0
2017,2513356,Caatinga,322.87111,143.3,179.6,0,0
2007,2513356,Caatinga,322.87111,123.2,199.7,0,0
2010,2513356,Caatinga,322.87111,134.1,188.8,0,0
2012,2513356,Caatinga,322.87111,137.2,185.7,0,0
2008,2513356,Caatinga,322.87111,127.9,195,0,0
2021,2513356,Caatinga,322.87111,147,175.9,0,0
2003,2513356,Caatinga,322.87111,99.4,223.5,0,0
2004,2513356,Caatinga,322.87111,110.3,212.6,0,0
2020,2513356,Caatinga,322.87111,145.9,177,0,0
2014,2513356,Caatinga,322.87111,140.8,182.1,0,0
2015,2513356,Caatinga,322.87111,141.7,181.2,0,0
2006,2513356,Caatinga,322.87111,118.5,204.4,0,0
2019,2513356,Caatinga,322.87111,145.1,177.8,0,0
2011,2513356,Caatinga,322.87111,135.4,187.5,0,0
2013,2513356,Caatinga,322.87111,139,183.9,0,0
2021,2412302,Caatinga,349.18361,235.3,113.5,0,0.4
2013,2412302,Caatinga,349.18361,229.8,119,0,0.4
2015,2412302,Caatinga,349.18361,231.9,116.9,0,0.4
2008,2412302,Caatinga,349.18361,225.2,123.6,0,0.4
2001,2412302,Caatinga,349.18361,129,219.8,0,0.4
2010,2412302,Caatinga,349.18361,227.4,121.4,0,0.4
2019,2412302,Caatinga,349.18361,234,114.8,0,0.4
2022,2412302,Caatinga,349.18361,236.9,111.9,0,0.4
2014,2412302,Caatinga,349.18361,231,117.8,0,0.4
2003,2412302,Caatinga,349.18361,174.6,174.2,0,0.4
2002,2412302,Caatinga,349.18361,151.8,197,0,0.4
2009,2412302,Caatinga,349.18361,226.3,122.5,0,0.4
2012,2412302,Caatinga,349.18361,229.3,119.5,0,0.4
2006,2412302,Caatinga,349.18361,220.6,128.2,0,0.4
2000,2412302,Caatinga,349.18361,106.2,242.6,0,0.4
2007,2412302,Caatinga,349.18361,222.9,125.9,0,0.4
2016,2412302,Caatinga,349.18361,232.8,116,0,0.4
2017,2412302,Caatinga,349.18361,233.5,115.3,0,0.4
2023,2412302,Caatinga,349.18361,239.6,109.2,0,0.4
2018,2412302,Caatinga,349.18361,233.7,115.1,0,0.4
2011,2412302,Caatinga,349.18361,228.8,120,0,0.4
2005,2412302,Caatinga,349.18361,209,139.8,0,0.4
2004,2412302,Caatinga,349.18361,197.4,151.4,0,0.4
2020,2412302,Caatinga,349.18361,234.1,114.7,0,0.4
2019,2929370,Caatinga,362.99899,338.7,23.1,0,1.2
2002,2929370,Caatinga,362.99899,295.9,65.9,0,1.2
